ENLIGHTEN Version,4.1.6
Measurement ID,20241210-112042-574384-WP-02071
Serial Number,WP-02071
Model,WP-785X-F13-R-ILC
Detector,S16011-1106
Label,enlighten-CC-124_TAP_20241210-112042-574384-WP-02071
Declared Match,
Declared Score,0
Scan Averaging,2
Boxcar,0
Technique,Raman
Baseline Correction Algo,
ROI Pixel Start,10
ROI Pixel End,2047
ROI Vertical Pixel Start,0
ROI Vertical Pixel End,63
CCD C4,1.0143461591505254e-12
Slit Width,25
Cropped,True
Interpolated,False
Wavenumber Correction,0
Raman Intensity Corrected,False
Deconvolved,False
Region,
High Gain Mode,False
Laser Power mW,50.0
Electrical Dark Correction,False
Battery %,
Device ID,<DeviceID USB USB:0x24aa:0x1000:0:1>
FW Version,10.0.0.10
FPGA Version,035-001
Prefix,enlighten
Suffix,
Preset,
Session Count,3400
Plugin Name,
Integration Time,3000
Timestamp,2024-12-10 11:20:42.574384
Note,
Temperature,10.010850297268917
CCD C0,799.8416748046875
CCD C1,0.15680807828903198
CCD C2,1.0990047485393006e-05
CCD C3,-9.785007470952678e-09
CCD Offset,0
CCD Gain,1.9
CCD Offset Odd,0
CCD Gain Odd,1.9
Laser Wavelength,785.041
Laser Enable,True
Laser Power %,26.73960959264832
Laser Temperature,-95.6635622537485
Pixel Count,2048

Pixel,Wavelength,Wavenumber,Processed
811,929.46,1979.26,1611.50
812,929.62,1981.08,1584.00
813,929.78,1982.91,1643.50
814,929.93,1984.73,1591.50
815,930.09,1986.55,1585.00
816,930.25,1988.37,1543.00
817,930.41,1990.19,1537.50
818,930.56,1992.00,1576.50
819,930.72,1993.82,1610.50
820,930.88,1995.64,1556.00
821,931.03,1997.45,1581.50
822,931.19,1999.27,1584.00
823,931.35,2001.08,1534.00
824,931.51,2002.89,1539.50
825,931.66,2004.70,1544.00
826,931.82,2006.51,1522.00
827,931.98,2008.33,1563.50
828,932.14,2010.13,1526.50
829,932.29,2011.94,1514.00
830,932.45,2013.75,1493.50
831,932.61,2015.56,1503.50
832,932.76,2017.36,1507.00
833,932.92,2019.17,1512.50
834,933.08,2020.97,1528.00
835,933.24,2022.78,1507.00
836,933.39,2024.58,1497.50
837,933.55,2026.38,1512.50
838,933.71,2028.18,1520.00
839,933.86,2029.98,1467.50
840,934.02,2031.78,1487.50
841,934.18,2033.58,1459.50
842,934.33,2035.38,1459.50
843,934.49,2037.18,1463.00
844,934.65,2038.97,1466.50
845,934.81,2040.77,1463.50
846,934.96,2042.56,1464.00
847,935.12,2044.36,1397.50
848,935.28,2046.15,1444.00
849,935.43,2047.94,1425.00
850,935.59,2049.74,1410.00
851,935.75,2051.53,1417.00
852,935.90,2053.32,1414.50
853,936.06,2055.11,1401.00
854,936.22,2056.89,1418.50
855,936.37,2058.68,1388.00
856,936.53,2060.47,1424.00
857,936.69,2062.25,1394.50
858,936.84,2064.04,1427.50
859,937.00,2065.82,1360.50
860,937.16,2067.61,1366.00
861,937.31,2069.39,1391.50
862,937.47,2071.17,1362.50
863,937.63,2072.95,1324.50
864,937.78,2074.73,1337.00
865,937.94,2076.51,1344.00
866,938.10,2078.29,1345.00
867,938.25,2080.06,1338.50
868,938.41,2081.84,1283.00
869,938.56,2083.62,1341.00
870,938.72,2085.39,1330.00
871,938.88,2087.17,1339.50
872,939.03,2088.94,1345.50
873,939.19,2090.71,1266.50
874,939.35,2092.48,1278.00
875,939.50,2094.26,1301.50
876,939.66,2096.03,1328.50
877,939.81,2097.80,1299.00
878,939.97,2099.56,1295.00
879,940.13,2101.33,1293.50
880,940.28,2103.10,1278.00
881,940.44,2104.86,1279.00
882,940.60,2106.63,1270.50
883,940.75,2108.39,1267.00
884,940.91,2110.16,1289.00
885,941.06,2111.92,1249.00
886,941.22,2113.68,1291.00
887,941.38,2115.44,1261.50
888,941.53,2117.20,1208.50
889,941.69,2118.96,1273.50
890,941.84,2120.72,1273.50
891,942.00,2122.48,1255.00
892,942.16,2124.24,1210.00
893,942.31,2125.99,1224.00
894,942.47,2127.75,1250.50
895,942.62,2129.50,1214.00
896,942.78,2131.26,1237.50
897,942.94,2133.01,1234.50
898,943.09,2134.76,1218.50
899,943.25,2136.52,1219.50
900,943.40,2138.27,1166.00
901,943.56,2140.02,1215.50
902,943.71,2141.76,1227.50
903,943.87,2143.51,1185.50
904,944.03,2145.26,1177.50
905,944.18,2147.01,1172.00
906,944.34,2148.75,1161.50
907,944.49,2150.50,1147.50
908,944.65,2152.24,1179.00
909,944.80,2153.98,1155.00
910,944.96,2155.73,1184.50
911,945.12,2157.47,1179.50
912,945.27,2159.21,1170.00
913,945.43,2160.95,1144.00
914,945.58,2162.69,1157.00
915,945.74,2164.43,1162.00
916,945.89,2166.16,1157.00
917,946.05,2167.90,1091.00
918,946.20,2169.64,1126.00
919,946.36,2171.37,1112.50
920,946.51,2173.11,1121.00
921,946.67,2174.84,1106.50
922,946.82,2176.57,1096.50
923,946.98,2178.31,1114.00
924,947.14,2180.04,1099.50
925,947.29,2181.77,1092.50
926,947.45,2183.50,1110.00
927,947.60,2185.23,1087.50
928,947.76,2186.95,1115.50
929,947.91,2188.68,1094.00
930,948.07,2190.41,1105.00
931,948.22,2192.13,1077.50
932,948.38,2193.86,1066.50
933,948.53,2195.58,1058.00
934,948.69,2197.30,1070.00
935,948.84,2199.03,1067.50
936,949.00,2200.75,1052.00
937,949.15,2202.47,1044.50
938,949.31,2204.19,1058.50
939,949.46,2205.91,1040.00
940,949.62,2207.62,1042.50
941,949.77,2209.34,1052.50
942,949.93,2211.06,1025.50
943,950.08,2212.77,1015.00
944,950.24,2214.49,1052.50
945,950.39,2216.20,1004.00
946,950.55,2217.92,991.50
947,950.70,2219.63,1029.50
948,950.86,2221.34,1041.00
949,951.01,2223.05,1019.50
950,951.16,2224.76,1016.50
951,951.32,2226.47,1024.50
952,951.47,2228.18,1032.50
953,951.63,2229.89,999.50
954,951.78,2231.59,1003.50
955,951.94,2233.30,995.00
956,952.09,2235.00,972.50
957,952.25,2236.71,998.50
958,952.40,2238.41,965.00
959,952.56,2240.12,963.50
960,952.71,2241.82,963.50
961,952.86,2243.52,995.50
962,953.02,2245.22,968.50
963,953.17,2246.92,974.50
964,953.33,2248.62,944.50
965,953.48,2250.32,977.00
966,953.64,2252.01,970.50
967,953.79,2253.71,949.50
968,953.95,2255.40,963.50
969,954.10,2257.10,949.00
970,954.25,2258.79,935.50
971,954.41,2260.49,962.00
972,954.56,2262.18,903.50
973,954.72,2263.87,924.00
974,954.87,2265.56,919.00
975,955.02,2267.25,910.00
976,955.18,2268.94,938.50
977,955.33,2270.63,943.00
978,955.49,2272.32,916.50
979,955.64,2274.00,935.50
980,955.79,2275.69,888.50
981,955.95,2277.37,944.50
982,956.10,2279.06,931.00
983,956.26,2280.74,896.00
984,956.41,2282.42,905.50
985,956.56,2284.11,914.00
986,956.72,2285.79,918.50
987,956.87,2287.47,898.50
988,957.03,2289.15,901.00
989,957.18,2290.82,889.50
990,957.33,2292.50,868.00
991,957.49,2294.18,837.00
992,957.64,2295.86,858.50
993,957.79,2297.53,893.50
994,957.95,2299.21,866.00
995,958.10,2300.88,869.50
996,958.25,2302.55,830.00
997,958.41,2304.22,810.00
998,958.56,2305.90,859.00
999,958.72,2307.57,882.50
1000,958.87,2309.24,860.00
1001,959.02,2310.91,848.00
1002,959.18,2312.57,861.00
1003,959.33,2314.24,842.50
1004,959.48,2315.91,856.00
1005,959.64,2317.57,835.00
1006,959.79,2319.24,830.00
1007,959.94,2320.90,820.00
1008,960.10,2322.57,820.00
1009,960.25,2324.23,835.50
1010,960.40,2325.89,819.00
1011,960.56,2327.55,833.50
1012,960.71,2329.21,862.50
1013,960.86,2330.87,842.50
1014,961.02,2332.53,807.50
1015,961.17,2334.19,800.50
1016,961.32,2335.84,774.50
1017,961.47,2337.50,775.50
1018,961.63,2339.16,794.50
1019,961.78,2340.81,756.50
1020,961.93,2342.46,786.50
1021,962.09,2344.12,772.50
1022,962.24,2345.77,790.50
1023,962.39,2347.42,731.50
1024,962.55,2349.07,759.00
1025,962.70,2350.72,751.50
1026,962.85,2352.37,779.50
1027,963.00,2354.02,771.50
1028,963.16,2355.67,751.00
1029,963.31,2357.31,762.50
1030,963.46,2358.96,771.50
1031,963.62,2360.60,741.50
1032,963.77,2362.25,721.00
1033,963.92,2363.89,748.00
1034,964.07,2365.53,742.00
1035,964.23,2367.18,719.00
1036,964.38,2368.82,728.50
1037,964.53,2370.46,755.00
1038,964.68,2372.10,713.00
1039,964.84,2373.74,684.50
1040,964.99,2375.37,733.00
1041,965.14,2377.01,715.50
1042,965.29,2378.65,717.00
1043,965.45,2380.28,706.00
1044,965.60,2381.92,717.50
1045,965.75,2383.55,688.00
1046,965.90,2385.18,705.50
1047,966.06,2386.82,699.00
1048,966.21,2388.45,695.00
1049,966.36,2390.08,686.50
1050,966.51,2391.71,706.50
1051,966.66,2393.34,676.00
1052,966.82,2394.97,691.50
1053,966.97,2396.59,678.00
1054,967.12,2398.22,670.50
1055,967.27,2399.85,684.50
1056,967.43,2401.47,679.00
1057,967.58,2403.10,690.00
1058,967.73,2404.72,697.50
1059,967.88,2406.34,669.00
1060,968.03,2407.96,706.50
1061,968.19,2409.58,672.50
1062,968.34,2411.20,669.00
1063,968.49,2412.82,664.00
1064,968.64,2414.44,690.50
1065,968.79,2416.06,631.50
1066,968.94,2417.68,635.50
1067,969.10,2419.30,632.00
1068,969.25,2420.91,656.50
1069,969.40,2422.53,645.00
1070,969.55,2424.14,644.00
1071,969.70,2425.75,629.50
1072,969.85,2427.37,638.00
1073,970.01,2428.98,642.50
1074,970.16,2430.59,637.00
1075,970.31,2432.20,640.50
1076,970.46,2433.81,616.00
1077,970.61,2435.42,650.50
1078,970.76,2437.02,627.00
1079,970.92,2438.63,594.00
1080,971.07,2440.24,620.50
1081,971.22,2441.84,631.50
1082,971.37,2443.45,616.50
1083,971.52,2445.05,609.50
1084,971.67,2446.65,595.00
1085,971.82,2448.26,599.50
1086,971.97,2449.86,593.00
1087,972.13,2451.46,597.00
1088,972.28,2453.06,581.50
1089,972.43,2454.66,538.00
1090,972.58,2456.25,602.00
1091,972.73,2457.85,578.50
1092,972.88,2459.45,558.50
1093,973.03,2461.04,559.50
1094,973.18,2462.64,550.50
1095,973.34,2464.23,581.50
1096,973.49,2465.83,565.00
1097,973.64,2467.42,588.00
1098,973.79,2469.01,581.00
1099,973.94,2470.60,574.00
1100,974.09,2472.19,575.50
1101,974.24,2473.78,534.00
1102,974.39,2475.37,566.50
1103,974.54,2476.96,592.50
1104,974.69,2478.55,575.00
1105,974.84,2480.13,558.00
1106,974.99,2481.72,574.50
1107,975.15,2483.30,592.00
1108,975.30,2484.89,560.00
1109,975.45,2486.47,570.00
1110,975.60,2488.05,518.50
1111,975.75,2489.64,525.00
1112,975.90,2491.22,550.00
1113,976.05,2492.80,550.50
1114,976.20,2494.38,522.00
1115,976.35,2495.96,563.00
1116,976.50,2497.53,542.50
1117,976.65,2499.11,548.00
1118,976.80,2500.69,524.00
1119,976.95,2502.26,541.50
1120,977.10,2503.84,536.00
1121,977.25,2505.41,509.50
1122,977.40,2506.98,514.00
1123,977.55,2508.56,521.50
1124,977.70,2510.13,535.00
1125,977.85,2511.70,480.00
1126,978.00,2513.27,517.00
1127,978.15,2514.84,496.50
1128,978.30,2516.41,494.00
1129,978.45,2517.97,502.00
1130,978.60,2519.54,492.50
1131,978.75,2521.11,498.00
1132,978.90,2522.67,476.50
1133,979.05,2524.24,506.50
1134,979.20,2525.80,526.00
1135,979.35,2527.36,481.50
1136,979.50,2528.93,485.00
1137,979.65,2530.49,467.50
1138,979.80,2532.05,520.50
1139,979.95,2533.61,476.00
1140,980.10,2535.17,491.50
1141,980.25,2536.72,471.50
1142,980.40,2538.28,483.50
1143,980.55,2539.84,480.00
1144,980.70,2541.40,494.00
1145,980.85,2542.95,469.00
1146,981.00,2544.50,450.50
1147,981.15,2546.06,439.00
1148,981.30,2547.61,481.00
1149,981.45,2549.16,479.00
1150,981.60,2550.71,457.50
1151,981.75,2552.27,451.00
1152,981.90,2553.81,443.50
1153,982.05,2555.36,472.00
1154,982.20,2556.91,481.50
1155,982.34,2558.46,469.00
1156,982.49,2560.01,449.00
1157,982.64,2561.55,453.50
1158,982.79,2563.10,438.50
1159,982.94,2564.64,446.50
1160,983.09,2566.18,422.00
1161,983.24,2567.73,439.50
1162,983.39,2569.27,440.00
1163,983.54,2570.81,435.50
1164,983.69,2572.35,412.50
1165,983.84,2573.89,443.00
1166,983.98,2575.43,438.50
1167,984.13,2576.97,422.00
1168,984.28,2578.50,445.00
1169,984.43,2580.04,471.50
1170,984.58,2581.58,421.50
1171,984.73,2583.11,410.50
1172,984.88,2584.65,409.50
1173,985.03,2586.18,426.00
1174,985.18,2587.71,442.00
1175,985.32,2589.24,394.50
1176,985.47,2590.78,379.00
1177,985.62,2592.31,429.50
1178,985.77,2593.84,417.00
1179,985.92,2595.36,421.00
1180,986.07,2596.89,417.00
1181,986.22,2598.42,400.50
1182,986.36,2599.95,393.00
1183,986.51,2601.47,410.00
1184,986.66,2603.00,398.50
1185,986.81,2604.52,418.00
1186,986.96,2606.04,426.00
1187,987.11,2607.57,425.00
1188,987.25,2609.09,397.00
1189,987.40,2610.61,408.50
1190,987.55,2612.13,399.00
1191,987.70,2613.65,403.00
1192,987.85,2615.17,404.00
1193,988.00,2616.69,387.00
1194,988.14,2618.20,394.50
1195,988.29,2619.72,389.50
1196,988.44,2621.24,403.00
1197,988.59,2622.75,353.50
1198,988.74,2624.26,395.00
1199,988.88,2625.78,373.00
1200,989.03,2627.29,369.00
1201,989.18,2628.80,413.00
1202,989.33,2630.31,397.50
1203,989.48,2631.82,366.00
1204,989.62,2633.33,385.50
1205,989.77,2634.84,403.00
1206,989.92,2636.35,361.00
1207,990.07,2637.86,375.00
1208,990.21,2639.36,351.00
1209,990.36,2640.87,373.00
1210,990.51,2642.37,366.00
1211,990.66,2643.88,348.50
1212,990.80,2645.38,360.50
1213,990.95,2646.88,370.00
1214,991.10,2648.39,394.00
1215,991.25,2649.89,358.00
1216,991.39,2651.39,365.50
1217,991.54,2652.89,377.00
1218,991.69,2654.39,364.50
1219,991.84,2655.88,366.00
1220,991.98,2657.38,344.50
1221,992.13,2658.88,355.50
1222,992.28,2660.37,338.00
1223,992.43,2661.87,382.00
1224,992.57,2663.36,345.00
1225,992.72,2664.86,356.50
1226,992.87,2666.35,367.50
1227,993.01,2667.84,341.50
1228,993.16,2669.33,341.50
1229,993.31,2670.82,348.50
1230,993.46,2672.31,348.50
1231,993.60,2673.80,327.50
1232,993.75,2675.29,358.00
1233,993.90,2676.78,358.00
1234,994.04,2678.26,336.50
1235,994.19,2679.75,320.50
1236,994.34,2681.23,351.00
1237,994.48,2682.72,313.00
1238,994.63,2684.20,367.00
1239,994.78,2685.69,353.00
1240,994.92,2687.17,328.00
1241,995.07,2688.65,335.50
1242,995.22,2690.13,343.50
1243,995.36,2691.61,307.00
1244,995.51,2693.09,342.50
1245,995.66,2694.57,333.50
1246,995.80,2696.04,338.00
1247,995.95,2697.52,313.50
1248,996.10,2699.00,297.00
1249,996.24,2700.47,302.50
1250,996.39,2701.95,318.50
1251,996.54,2703.42,328.50
1252,996.68,2704.89,311.50
1253,996.83,2706.36,330.00
1254,996.97,2707.84,313.50
1255,997.12,2709.31,332.00
1256,997.27,2710.78,294.00
1257,997.41,2712.25,321.50
1258,997.56,2713.71,321.00
1259,997.70,2715.18,295.00
1260,997.85,2716.65,317.50
1261,998.00,2718.11,295.50
1262,998.14,2719.58,288.50
1263,998.29,2721.04,298.00
1264,998.43,2722.51,266.50
1265,998.58,2723.97,330.50
1266,998.73,2725.43,290.50
1267,998.87,2726.89,291.00
1268,999.02,2728.36,285.00
1269,999.16,2729.82,306.50
1270,999.31,2731.27,304.00
1271,999.45,2732.73,313.00
1272,999.60,2734.19,288.00
1273,999.75,2735.65,284.00
1274,999.89,2737.10,302.50
1275,1000.04,2738.56,301.50
1276,1000.18,2740.01,264.50
1277,1000.33,2741.47,258.50
1278,1000.47,2742.92,289.50
1279,1000.62,2744.37,260.00
1280,1000.76,2745.83,261.50
1281,1000.91,2747.28,290.50
1282,1001.05,2748.73,233.00
1283,1001.20,2750.18,274.50
1284,1001.35,2751.62,257.00
1285,1001.49,2753.07,282.50
1286,1001.64,2754.52,242.50
1287,1001.78,2755.97,264.00
1288,1001.93,2757.41,285.50
1289,1002.07,2758.86,268.50
1290,1002.22,2760.30,288.50
1291,1002.36,2761.74,273.50
1292,1002.51,2763.19,284.50
1293,1002.65,2764.63,265.50
1294,1002.80,2766.07,271.50
1295,1002.94,2767.51,284.00
1296,1003.09,2768.95,234.00
1297,1003.23,2770.39,270.50
1298,1003.38,2771.83,258.50
1299,1003.52,2773.27,247.50
1300,1003.66,2774.70,261.00
1301,1003.81,2776.14,241.50
1302,1003.95,2777.57,251.50
1303,1004.10,2779.01,244.00
1304,1004.24,2780.44,255.00
1305,1004.39,2781.87,232.50
1306,1004.53,2783.31,249.00
1307,1004.68,2784.74,235.00
1308,1004.82,2786.17,237.00
1309,1004.97,2787.60,244.50
1310,1005.11,2789.03,253.50
1311,1005.25,2790.46,232.00
1312,1005.40,2791.88,231.00
1313,1005.54,2793.31,253.50
1314,1005.69,2794.74,220.50
1315,1005.83,2796.16,226.00
1316,1005.98,2797.59,229.00
1317,1006.12,2799.01,260.50
1318,1006.26,2800.43,226.50
1319,1006.41,2801.86,241.50
1320,1006.55,2803.28,239.50
1321,1006.70,2804.70,254.50
1322,1006.84,2806.12,238.50
1323,1006.98,2807.54,188.50
1324,1007.13,2808.96,231.00
1325,1007.27,2810.38,216.00
1326,1007.42,2811.79,255.50
1327,1007.56,2813.21,221.50
1328,1007.70,2814.63,213.50
1329,1007.85,2816.04,248.50
1330,1007.99,2817.46,241.50
1331,1008.13,2818.87,231.00
1332,1008.28,2820.28,228.00
1333,1008.42,2821.69,223.50
1334,1008.56,2823.11,233.00
1335,1008.71,2824.52,216.50
1336,1008.85,2825.93,212.00
1337,1008.99,2827.33,209.50
1338,1009.14,2828.74,203.50
1339,1009.28,2830.15,228.00
1340,1009.42,2831.56,232.00
1341,1009.57,2832.96,225.00
1342,1009.71,2834.37,217.50
1343,1009.85,2835.77,253.50
1344,1010.00,2837.18,198.00
1345,1010.14,2838.58,224.50
1346,1010.28,2839.98,219.50
1347,1010.43,2841.38,216.00
1348,1010.57,2842.79,235.00
1349,1010.71,2844.19,229.50
1350,1010.86,2845.59,233.00
1351,1011.00,2846.98,256.00
1352,1011.14,2848.38,253.50
1353,1011.29,2849.78,217.00
1354,1011.43,2851.18,241.50
1355,1011.57,2852.57,220.50
1356,1011.71,2853.97,223.00
1357,1011.86,2855.36,233.00
1358,1012.00,2856.75,237.00
1359,1012.14,2858.15,228.50
1360,1012.28,2859.54,219.00
1361,1012.43,2860.93,244.50
1362,1012.57,2862.32,248.50
1363,1012.71,2863.71,200.50
1364,1012.85,2865.10,210.00
1365,1013.00,2866.49,220.00
1366,1013.14,2867.88,202.50
1367,1013.28,2869.26,234.50
1368,1013.42,2870.65,227.50
1369,1013.57,2872.04,202.50
1370,1013.71,2873.42,183.50
1371,1013.85,2874.80,218.00
1372,1013.99,2876.19,240.00
1373,1014.14,2877.57,197.50
1374,1014.28,2878.95,207.00
1375,1014.42,2880.33,206.50
1376,1014.56,2881.71,229.00
1377,1014.70,2883.09,207.50
1378,1014.85,2884.47,201.50
1379,1014.99,2885.85,224.00
1380,1015.13,2887.23,261.50
1381,1015.27,2888.60,252.50
1382,1015.41,2889.98,231.50
1383,1015.55,2891.35,234.50
1384,1015.70,2892.73,213.50
1385,1015.84,2894.10,232.00
1386,1015.98,2895.48,226.00
1387,1016.12,2896.85,225.00
1388,1016.26,2898.22,252.50
1389,1016.40,2899.59,228.00
1390,1016.55,2900.96,239.50
1391,1016.69,2902.33,241.50
1392,1016.83,2903.70,221.00
1393,1016.97,2905.07,263.00
1394,1017.11,2906.43,251.00
1395,1017.25,2907.80,235.50
1396,1017.40,2909.17,222.00
1397,1017.54,2910.53,224.50
1398,1017.68,2911.89,240.00
1399,1017.82,2913.26,244.00
1400,1017.96,2914.62,244.00
1401,1018.10,2915.98,202.50
1402,1018.24,2917.34,229.00
1403,1018.38,2918.70,221.50
1404,1018.52,2920.06,236.50
1405,1018.67,2921.42,244.00
1406,1018.81,2922.78,249.00
1407,1018.95,2924.14,248.00
1408,1019.09,2925.50,217.00
1409,1019.23,2926.85,244.50
1410,1019.37,2928.21,222.50
1411,1019.51,2929.56,241.50
1412,1019.65,2930.92,226.50
1413,1019.79,2932.27,219.00
1414,1019.93,2933.62,231.50
1415,1020.07,2934.97,245.50
1416,1020.21,2936.33,238.50
1417,1020.35,2937.68,208.00
1418,1020.50,2939.03,236.00
1419,1020.64,2940.38,183.00
1420,1020.78,2941.72,255.50
1421,1020.92,2943.07,191.00
1422,1021.06,2944.42,203.50
1423,1021.20,2945.76,206.00
1424,1021.34,2947.11,205.00
1425,1021.48,2948.45,222.00
1426,1021.62,2949.80,196.00
1427,1021.76,2951.14,199.00
1428,1021.90,2952.48,222.00
1429,1022.04,2953.82,188.50
1430,1022.18,2955.17,179.00
1431,1022.32,2956.51,201.00
1432,1022.46,2957.85,182.50
1433,1022.60,2959.18,187.50
1434,1022.74,2960.52,175.00
1435,1022.88,2961.86,188.00
1436,1023.02,2963.20,179.00
1437,1023.16,2964.53,181.50
1438,1023.30,2965.87,163.00
1439,1023.44,2967.20,189.50
1440,1023.58,2968.54,186.50
1441,1023.72,2969.87,166.50
1442,1023.86,2971.20,193.00
1443,1024.00,2972.53,144.00
1444,1024.14,2973.86,200.00
1445,1024.28,2975.19,194.00
1446,1024.42,2976.52,180.00
1447,1024.55,2977.85,186.50
1448,1024.69,2979.18,185.00
1449,1024.83,2980.51,183.00
1450,1024.97,2981.83,198.00
1451,1025.11,2983.16,173.00
1452,1025.25,2984.49,144.00
1453,1025.39,2985.81,168.50
1454,1025.53,2987.13,178.50
1455,1025.67,2988.46,187.00
1456,1025.81,2989.78,154.50
1457,1025.95,2991.10,157.50
1458,1026.09,2992.42,149.50
1459,1026.23,2993.74,161.50
1460,1026.36,2995.06,168.50
1461,1026.50,2996.38,149.00
1462,1026.64,2997.70,149.00
1463,1026.78,2999.01,159.50
1464,1026.92,3000.33,154.00
1465,1027.06,3001.65,175.00
1466,1027.20,3002.96,162.50
1467,1027.34,3004.28,165.50
1468,1027.47,3005.59,155.00
1469,1027.61,3006.90,158.00
1470,1027.75,3008.22,170.00
1471,1027.89,3009.53,158.50
1472,1028.03,3010.84,168.50
1473,1028.17,3012.15,134.00
1474,1028.31,3013.46,136.50
1475,1028.44,3014.77,175.00
1476,1028.58,3016.07,162.00
1477,1028.72,3017.38,156.50
1478,1028.86,3018.69,199.00
1479,1029.00,3019.99,156.00
1480,1029.14,3021.30,145.50
1481,1029.27,3022.60,167.00
1482,1029.41,3023.91,162.00
1483,1029.55,3025.21,141.50
1484,1029.69,3026.51,181.50
1485,1029.83,3027.81,134.50
1486,1029.96,3029.11,161.00
1487,1030.10,3030.42,165.00
1488,1030.24,3031.71,156.50
1489,1030.38,3033.01,155.50
1490,1030.52,3034.31,175.00
1491,1030.65,3035.61,183.00
1492,1030.79,3036.91,165.50
1493,1030.93,3038.20,179.00
1494,1031.07,3039.50,173.00
1495,1031.20,3040.79,150.00
1496,1031.34,3042.08,161.50
1497,1031.48,3043.38,163.00
1498,1031.62,3044.67,167.00
1499,1031.75,3045.96,171.50
1500,1031.89,3047.25,177.50
1501,1032.03,3048.54,170.50
1502,1032.17,3049.83,161.50
1503,1032.30,3051.12,177.50
1504,1032.44,3052.41,180.50
1505,1032.58,3053.70,163.00
1506,1032.72,3054.98,173.50
1507,1032.85,3056.27,148.00
1508,1032.99,3057.55,175.50
1509,1033.13,3058.84,155.50
1510,1033.26,3060.12,168.00
1511,1033.40,3061.41,145.50
1512,1033.54,3062.69,179.00
1513,1033.68,3063.97,172.00
1514,1033.81,3065.25,173.00
1515,1033.95,3066.53,178.00
1516,1034.09,3067.81,153.50
1517,1034.22,3069.09,166.50
1518,1034.36,3070.37,156.50
1519,1034.50,3071.65,191.00
1520,1034.63,3072.92,132.50
1521,1034.77,3074.20,154.00
1522,1034.91,3075.48,166.50
1523,1035.04,3076.75,138.00
1524,1035.18,3078.02,155.50
1525,1035.32,3079.30,145.00
1526,1035.45,3080.57,166.50
1527,1035.59,3081.84,141.50
1528,1035.72,3083.11,159.00
1529,1035.86,3084.38,148.50
1530,1036.00,3085.65,164.00
1531,1036.13,3086.92,168.50
1532,1036.27,3088.19,142.00
1533,1036.41,3089.46,172.00
1534,1036.54,3090.73,144.50
1535,1036.68,3091.99,123.00
1536,1036.81,3093.26,136.50
1537,1036.95,3094.52,167.00
1538,1037.09,3095.79,158.00
1539,1037.22,3097.05,157.00
1540,1037.36,3098.31,137.50
1541,1037.49,3099.58,146.00
1542,1037.63,3100.84,173.50
1543,1037.77,3102.10,118.00
1544,1037.90,3103.36,149.50
1545,1038.04,3104.62,157.50
1546,1038.17,3105.88,146.00
1547,1038.31,3107.13,183.50
1548,1038.44,3108.39,158.50
1549,1038.58,3109.65,144.00
1550,1038.71,3110.90,129.50
1551,1038.85,3112.16,164.50
1552,1038.99,3113.41,145.50
1553,1039.12,3114.67,145.00
1554,1039.26,3115.92,157.00
1555,1039.39,3117.17,161.00
1556,1039.53,3118.42,137.00
1557,1039.66,3119.67,182.00
1558,1039.80,3120.93,141.00
1559,1039.93,3122.17,176.00
1560,1040.07,3123.42,151.50
1561,1040.20,3124.67,154.50
1562,1040.34,3125.92,168.50
1563,1040.47,3127.17,155.00
1564,1040.61,3128.41,180.00
1565,1040.74,3129.66,137.50
1566,1040.88,3130.90,135.50
1567,1041.01,3132.15,156.50
1568,1041.15,3133.39,124.00
1569,1041.28,3134.63,169.50
1570,1041.42,3135.87,138.00
1571,1041.55,3137.12,151.50
1572,1041.68,3138.36,136.50
1573,1041.82,3139.60,149.00
1574,1041.95,3140.84,148.50
1575,1042.09,3142.07,178.00
1576,1042.22,3143.31,141.00
1577,1042.36,3144.55,148.00
1578,1042.49,3145.79,164.50
1579,1042.63,3147.02,151.00
1580,1042.76,3148.26,147.00
1581,1042.89,3149.49,151.00
1582,1043.03,3150.72,148.50
1583,1043.16,3151.96,160.50
1584,1043.30,3153.19,164.00
1585,1043.43,3154.42,151.50
1586,1043.57,3155.65,173.00
1587,1043.70,3156.88,152.50
1588,1043.83,3158.11,169.50
1589,1043.97,3159.34,159.00
1590,1044.10,3160.57,153.00
1591,1044.23,3161.80,162.50
1592,1044.37,3163.02,148.50
1593,1044.50,3164.25,148.00
1594,1044.64,3165.48,141.00
1595,1044.77,3166.70,186.50
1596,1044.90,3167.92,146.00
1597,1045.04,3169.15,176.50
1598,1045.17,3170.37,156.00
1599,1045.30,3171.59,165.00
1600,1045.44,3172.81,162.50
1601,1045.57,3174.03,145.00
1602,1045.70,3175.25,173.00
1603,1045.84,3176.47,181.00
1604,1045.97,3177.69,152.00
1605,1046.10,3178.91,162.00
1606,1046.24,3180.13,170.00
1607,1046.37,3181.34,178.00
1608,1046.50,3182.56,171.00
1609,1046.64,3183.77,144.50
1610,1046.77,3184.99,174.00
1611,1046.90,3186.20,149.00
1612,1047.04,3187.42,178.00
1613,1047.17,3188.63,174.00
1614,1047.30,3189.84,152.50
1615,1047.43,3191.05,183.50
1616,1047.57,3192.26,155.50
1617,1047.70,3193.47,197.50
1618,1047.83,3194.68,186.50
1619,1047.97,3195.89,163.50
1620,1048.10,3197.10,155.00
1621,1048.23,3198.30,152.00
1622,1048.36,3199.51,169.00
1623,1048.50,3200.72,155.00
