ENLIGHTEN Version,4.1.6
Measurement ID,20241210-124759-813875-WP-02071
Serial Number,WP-02071
Model,WP-785X-F13-R-ILC
Detector,S16011-1106
Label,enlighten-acetonitrile_ctrl_20241210-124759-813875-WP-02071
Declared Match,
Declared Score,0
Scan Averaging,2
Boxcar,0
Technique,Raman
Baseline Correction Algo,
ROI Pixel Start,10
ROI Pixel End,2047
ROI Vertical Pixel Start,0
ROI Vertical Pixel End,63
CCD C4,1.0143461591505254e-12
Slit Width,25
Cropped,True
Interpolated,False
Wavenumber Correction,0
Raman Intensity Corrected,False
Deconvolved,False
Region,
High Gain Mode,False
Laser Power mW,100.0
Electrical Dark Correction,False
Battery %,
Device ID,<DeviceID USB USB:0x24aa:0x1000:0:1>
FW Version,10.0.0.10
FPGA Version,035-001
Prefix,enlighten
Suffix,
Preset,
Session Count,7244
Plugin Name,
Integration Time,1000
Timestamp,2024-12-10 12:47:59.813875
Note,
Temperature,10.044919776654524
CCD C0,799.8416748046875
CCD C1,0.15680807828903198
CCD C2,1.0990047485393006e-05
CCD C3,-9.785007470952678e-09
CCD Offset,0
CCD Gain,1.9
CCD Offset Odd,0
CCD Gain Odd,1.9
Laser Wavelength,785.041
Laser Enable,True
Laser Power %,35.88870037949164
Laser Temperature,-95.6635622537485
Pixel Count,2048

Pixel,Wavelength,Wavenumber,Processed
1375,1014.42,2880.33,400.00
1376,1014.56,2881.71,338.00
1377,1014.70,2883.09,392.00
1378,1014.85,2884.47,364.50
1379,1014.99,2885.85,392.00
1380,1015.13,2887.23,335.50
1381,1015.27,2888.60,377.50
1382,1015.41,2889.98,333.50
1383,1015.55,2891.35,409.00
1384,1015.70,2892.73,336.00
1385,1015.84,2894.10,356.50
1386,1015.98,2895.48,402.00
1387,1016.12,2896.85,398.00
1388,1016.26,2898.22,383.50
1389,1016.40,2899.59,391.50
1390,1016.55,2900.96,350.00
1391,1016.69,2902.33,423.00
1392,1016.83,2903.70,494.50
1393,1016.97,2905.07,551.00
1394,1017.11,2906.43,503.00
1395,1017.25,2907.80,464.00
1396,1017.40,2909.17,563.50
1397,1017.54,2910.53,616.50
1398,1017.68,2911.89,696.50
1399,1017.82,2913.26,689.00
1400,1017.96,2914.62,701.50
1401,1018.10,2915.98,746.00
1402,1018.24,2917.34,890.00
1403,1018.38,2918.70,900.00
1404,1018.52,2920.06,1077.00
1405,1018.67,2921.42,1215.50
1406,1018.81,2922.78,1317.00
1407,1018.95,2924.14,1531.50
1408,1019.09,2925.50,1649.00
1409,1019.23,2926.85,1899.00
1410,1019.37,2928.21,2148.50
1411,1019.51,2929.56,2537.00
1412,1019.65,2930.92,2851.00
1413,1019.79,2932.27,3392.50
1414,1019.93,2933.62,4071.00
1415,1020.07,2934.97,4987.50
1416,1020.21,2936.33,6159.00
1417,1020.35,2937.68,7786.00
1418,1020.50,2939.03,9994.50
1419,1020.64,2940.38,12750.00
1420,1020.78,2941.72,15741.00
1421,1020.92,2943.07,17831.00
1422,1021.06,2944.42,18118.50
1423,1021.20,2945.76,16363.50
1424,1021.34,2947.11,13457.00
1425,1021.48,2948.45,10496.50
1426,1021.62,2949.80,8048.00
1427,1021.76,2951.14,6358.00
1428,1021.90,2952.48,5009.50
1429,1022.04,2953.82,4062.00
1430,1022.18,2955.17,3353.50
1431,1022.32,2956.51,2914.50
1432,1022.46,2957.85,2540.50
1433,1022.60,2959.18,2108.00
1434,1022.74,2960.52,1895.50
1435,1022.88,2961.86,1665.00
1436,1023.02,2963.20,1487.00
1437,1023.16,2964.53,1425.50
1438,1023.30,2965.87,1199.00
1439,1023.44,2967.20,1108.50
1440,1023.58,2968.54,1058.50
1441,1023.72,2969.87,939.00
1442,1023.86,2971.20,1009.00
1443,1024.00,2972.53,872.00
1444,1024.14,2973.86,847.00
1445,1024.28,2975.19,772.00
1446,1024.42,2976.52,760.00
1447,1024.55,2977.85,820.50
1448,1024.69,2979.18,816.50
1449,1024.83,2980.51,725.00
1450,1024.97,2981.83,854.00
1451,1025.11,2983.16,825.50
1452,1025.25,2984.49,737.00
1453,1025.39,2985.81,762.00
1454,1025.53,2987.13,857.00
1455,1025.67,2988.46,775.00
1456,1025.81,2989.78,869.00
1457,1025.95,2991.10,890.50
1458,1026.09,2992.42,838.50
1459,1026.23,2993.74,996.00
1460,1026.36,2995.06,1057.00
1461,1026.50,2996.38,1077.50
1462,1026.64,2997.70,1049.00
1463,1026.78,2999.01,1164.50
1464,1026.92,3000.33,1171.00
1465,1027.06,3001.65,1135.50
1466,1027.20,3002.96,1101.50
1467,1027.34,3004.28,1126.50
1468,1027.47,3005.59,1077.50
1469,1027.61,3006.90,1107.00
1470,1027.75,3008.22,1090.00
1471,1027.89,3009.53,1038.00
1472,1028.03,3010.84,1015.50
1473,1028.17,3012.15,896.50
1474,1028.31,3013.46,885.00
1475,1028.44,3014.77,839.00
1476,1028.58,3016.07,742.00
1477,1028.72,3017.38,687.50
1478,1028.86,3018.69,687.50
1479,1029.00,3019.99,623.00
1480,1029.14,3021.30,519.50
1481,1029.27,3022.60,474.00
1482,1029.41,3023.91,498.50
1483,1029.55,3025.21,440.50
1484,1029.69,3026.51,451.00
1485,1029.83,3027.81,308.50
1486,1029.96,3029.11,414.00
1487,1030.10,3030.42,323.50
1488,1030.24,3031.71,268.00
1489,1030.38,3033.01,322.50
1490,1030.52,3034.31,205.00
1491,1030.65,3035.61,160.50
1492,1030.79,3036.91,186.00
1493,1030.93,3038.20,150.50
1494,1031.07,3039.50,148.50
1495,1031.20,3040.79,144.50
1496,1031.34,3042.08,159.00
1497,1031.48,3043.38,116.50
1498,1031.62,3044.67,42.50
1499,1031.75,3045.96,70.00
1500,1031.89,3047.25,65.50
1501,1032.03,3048.54,52.50
1502,1032.17,3049.83,37.50
1503,1032.30,3051.12,77.00
1504,1032.44,3052.41,65.00
1505,1032.58,3053.70,-6.00
1506,1032.72,3054.98,-0.50
1507,1032.85,3056.27,-38.00
1508,1032.99,3057.55,-65.00
1509,1033.13,3058.84,-251.50
1510,1033.26,3060.12,-59.00
1511,1033.40,3061.41,-57.00
1512,1033.54,3062.69,-89.00
1513,1033.68,3063.97,-77.50
1514,1033.81,3065.25,-54.50
1515,1033.95,3066.53,-92.00
1516,1034.09,3067.81,-24.00
1517,1034.22,3069.09,-140.00
1518,1034.36,3070.37,-92.50
1519,1034.50,3071.65,-65.50
1520,1034.63,3072.92,-31.00
1521,1034.77,3074.20,-134.00
1522,1034.91,3075.48,-108.00
1523,1035.04,3076.75,-256.50
1524,1035.18,3078.02,-129.00
1525,1035.32,3079.30,-110.00
1526,1035.45,3080.57,-116.50
1527,1035.59,3081.84,-170.00
1528,1035.72,3083.11,-290.00
1529,1035.86,3084.38,-166.50
1530,1036.00,3085.65,-189.00
1531,1036.13,3086.92,-161.50
1532,1036.27,3088.19,-165.00
1533,1036.41,3089.46,-185.00
1534,1036.54,3090.73,-141.00
1535,1036.68,3091.99,-289.00
1536,1036.81,3093.26,-182.50
1537,1036.95,3094.52,-253.50
1538,1037.09,3095.79,-191.00
1539,1037.22,3097.05,-225.50
1540,1037.36,3098.31,-192.00
1541,1037.49,3099.58,-243.00
1542,1037.63,3100.84,-220.50
1543,1037.77,3102.10,-286.50
1544,1037.90,3103.36,-181.50
1545,1038.04,3104.62,-203.00
1546,1038.17,3105.88,-226.00
1547,1038.31,3107.13,-241.00
1548,1038.44,3108.39,-152.50
1549,1038.58,3109.65,-220.00
1550,1038.71,3110.90,-264.50
1551,1038.85,3112.16,-253.00
1552,1038.99,3113.41,-219.50
1553,1039.12,3114.67,-349.00
1554,1039.26,3115.92,-295.00
1555,1039.39,3117.17,-336.50
1556,1039.53,3118.42,-280.00
1557,1039.66,3119.67,-242.50
1558,1039.80,3120.93,-304.50
1559,1039.93,3122.17,-299.50
1560,1040.07,3123.42,-265.00
1561,1040.20,3124.67,-335.50
1562,1040.34,3125.92,-262.50
1563,1040.47,3127.17,-329.00
1564,1040.61,3128.41,-287.00
1565,1040.74,3129.66,-242.50
1566,1040.88,3130.90,-334.50
1567,1041.01,3132.15,-330.50
1568,1041.15,3133.39,-366.50
1569,1041.28,3134.63,-298.50
1570,1041.42,3135.87,-329.00
1571,1041.55,3137.12,-384.50
1572,1041.68,3138.36,-332.50
1573,1041.82,3139.60,-381.50
1574,1041.95,3140.84,-401.00
1575,1042.09,3142.07,-342.00
1576,1042.22,3143.31,-353.50
1577,1042.36,3144.55,-338.00
1578,1042.49,3145.79,-383.50
1579,1042.63,3147.02,-314.00
1580,1042.76,3148.26,-368.00
1581,1042.89,3149.49,-340.50
1582,1043.03,3150.72,-388.00
1583,1043.16,3151.96,-256.00
1584,1043.30,3153.19,-413.00
1585,1043.43,3154.42,-295.50
1586,1043.57,3155.65,-279.00
1587,1043.70,3156.88,-490.00
1588,1043.83,3158.11,-336.50
1589,1043.97,3159.34,-413.00
1590,1044.10,3160.57,-415.50
1591,1044.23,3161.80,-363.00
1592,1044.37,3163.02,-367.50
1593,1044.50,3164.25,-405.50
1594,1044.64,3165.48,-353.00
1595,1044.77,3166.70,-259.00
1596,1044.90,3167.92,-360.50
1597,1045.04,3169.15,-402.50
1598,1045.17,3170.37,-342.50
1599,1045.30,3171.59,-378.50
1600,1045.44,3172.81,-388.00
1601,1045.57,3174.03,-412.50
1602,1045.70,3175.25,-309.00
1603,1045.84,3176.47,-401.00
1604,1045.97,3177.69,-460.50
1605,1046.10,3178.91,-352.00
1606,1046.24,3180.13,-402.50
1607,1046.37,3181.34,-395.50
1608,1046.50,3182.56,-388.00
1609,1046.64,3183.77,-363.00
1610,1046.77,3184.99,-480.00
1611,1046.90,3186.20,-425.00
1612,1047.04,3187.42,-320.00
1613,1047.17,3188.63,-338.50
1614,1047.30,3189.84,-405.50
1615,1047.43,3191.05,-405.50
1616,1047.57,3192.26,-388.50
1617,1047.70,3193.47,-373.00
1618,1047.83,3194.68,-442.00
1619,1047.97,3195.89,-436.50
1620,1048.10,3197.10,-437.50
1621,1048.23,3198.30,-479.00
1622,1048.36,3199.51,-362.00
1623,1048.50,3200.72,-428.00
1624,1048.63,3201.92,-434.50
1625,1048.76,3203.12,-388.50
1626,1048.89,3204.33,-374.00
1627,1049.03,3205.53,-330.00
1628,1049.16,3206.73,-432.00
1629,1049.29,3207.93,-413.50
1630,1049.42,3209.14,-402.00
1631,1049.55,3210.34,-390.50
1632,1049.69,3211.54,-401.50
1633,1049.82,3212.73,-433.00
1634,1049.95,3213.93,-411.00
1635,1050.08,3215.13,-330.50
1636,1050.21,3216.33,-419.00
1637,1050.35,3217.52,-420.50
1638,1050.48,3218.72,-392.50
1639,1050.61,3219.91,-472.00
1640,1050.74,3221.11,-455.50
1641,1050.87,3222.30,-422.00
1642,1051.01,3223.49,-473.50
1643,1051.14,3224.69,-380.50
1644,1051.27,3225.88,-428.00
1645,1051.40,3227.07,-429.00
1646,1051.53,3228.26,-464.00
1647,1051.66,3229.45,-389.00
1648,1051.80,3230.64,-418.50
1649,1051.93,3231.82,-418.50
1650,1052.06,3233.01,-389.00
1651,1052.19,3234.20,-478.50
1652,1052.32,3235.38,-430.00
1653,1052.45,3236.57,-438.00
1654,1052.58,3237.75,-388.50
1655,1052.71,3238.94,-439.50
1656,1052.85,3240.12,-421.50
1657,1052.98,3241.30,-405.50
1658,1053.11,3242.49,-413.00
1659,1053.24,3243.67,-445.50
1660,1053.37,3244.85,-430.00
1661,1053.50,3246.03,-476.50
1662,1053.63,3247.21,-471.00
1663,1053.76,3248.39,-423.00
1664,1053.89,3249.56,-420.50
1665,1054.02,3250.74,-510.00
1666,1054.16,3251.92,-442.50
1667,1054.29,3253.09,-397.00
1668,1054.42,3254.27,-513.00
1669,1054.55,3255.44,-528.00
1670,1054.68,3256.62,-449.00
1671,1054.81,3257.79,-400.50
1672,1054.94,3258.96,-454.00
1673,1055.07,3260.13,-352.50
1674,1055.20,3261.31,-415.00
1675,1055.33,3262.48,-438.50
1676,1055.46,3263.65,-480.50
1677,1055.59,3264.82,-429.00
1678,1055.72,3265.98,-500.00
1679,1055.85,3267.15,-490.00
1680,1055.98,3268.32,-414.50
1681,1056.11,3269.49,-611.50
1682,1056.24,3270.65,-473.00
1683,1056.37,3271.82,-399.50
1684,1056.50,3272.98,-427.00
1685,1056.63,3274.15,-468.50
1686,1056.76,3275.31,-382.50
1687,1056.89,3276.47,-480.50
1688,1057.02,3277.63,-464.00
1689,1057.15,3278.79,-574.00
1690,1057.28,3279.96,-395.50
1691,1057.41,3281.12,-411.50
1692,1057.54,3282.27,-463.50
1693,1057.67,3283.43,-414.50
1694,1057.80,3284.59,-478.00
1695,1057.93,3285.75,-530.00
1696,1058.06,3286.91,-405.00
1697,1058.19,3288.06,-450.00
1698,1058.32,3289.22,-385.00
1699,1058.45,3290.37,-478.00
1700,1058.57,3291.52,-445.00
1701,1058.70,3292.68,-458.00
1702,1058.83,3293.83,-445.50
1703,1058.96,3294.98,-395.50
1704,1059.09,3296.13,-429.00
1705,1059.22,3297.28,-408.00
1706,1059.35,3298.43,-475.00
1707,1059.48,3299.58,-472.00
1708,1059.61,3300.73,-409.50
1709,1059.74,3301.88,-442.50
1710,1059.87,3303.03,-390.50
1711,1059.99,3304.17,-458.50
1712,1060.12,3305.32,-483.50
1713,1060.25,3306.47,-408.50
1714,1060.38,3307.61,-453.50
1715,1060.51,3308.75,-421.00
1716,1060.64,3309.90,-435.00
1717,1060.77,3311.04,-563.50
1718,1060.89,3312.18,-416.00
1719,1061.02,3313.32,-487.50
1720,1061.15,3314.47,-478.00
1721,1061.28,3315.61,-479.00
1722,1061.41,3316.74,-425.50
1723,1061.54,3317.88,-480.00
1724,1061.67,3319.02,-467.00
1725,1061.79,3320.16,-496.00
1726,1061.92,3321.30,-431.00
1727,1062.05,3322.43,-490.50
1728,1062.18,3323.57,-453.50
1729,1062.31,3324.70,-414.50
1730,1062.43,3325.84,-443.00
1731,1062.56,3326.97,-410.50
1732,1062.69,3328.10,-449.50
1733,1062.82,3329.23,-587.50
1734,1062.95,3330.37,-483.50
1735,1063.07,3331.50,-443.50
1736,1063.20,3332.63,-433.50
1737,1063.33,3333.76,-428.50
1738,1063.46,3334.89,-418.00
1739,1063.58,3336.01,-493.50
1740,1063.71,3337.14,-471.00
1741,1063.84,3338.27,-465.00
1742,1063.97,3339.40,-435.50
1743,1064.09,3340.52,-422.00
1744,1064.22,3341.65,-377.00
1745,1064.35,3342.77,-500.00
1746,1064.48,3343.89,-488.00
1747,1064.60,3345.02,-454.50
1748,1064.73,3346.14,-471.50
1749,1064.86,3347.26,-475.00
1750,1064.98,3348.38,-412.00
1751,1065.11,3349.50,-466.00
1752,1065.24,3350.62,-460.00
1753,1065.37,3351.74,-478.00
1754,1065.49,3352.86,-460.00
1755,1065.62,3353.98,-412.50
1756,1065.75,3355.10,-445.50
1757,1065.87,3356.21,-410.50
1758,1066.00,3357.33,-468.50
1759,1066.13,3358.44,-406.00
1760,1066.25,3359.56,-458.00
1761,1066.38,3360.67,-427.50
1762,1066.51,3361.79,-472.50
1763,1066.63,3362.90,-470.00
1764,1066.76,3364.01,-475.50
1765,1066.89,3365.12,-442.50
1766,1067.01,3366.23,-428.00
1767,1067.14,3367.34,-438.50
1768,1067.27,3368.45,-517.00
1769,1067.39,3369.56,-430.00
1770,1067.52,3370.67,-492.50
1771,1067.64,3371.78,-455.00
1772,1067.77,3372.88,-465.50
1773,1067.90,3373.99,-386.00
1774,1068.02,3375.09,-408.00
1775,1068.15,3376.20,-418.00
1776,1068.28,3377.30,-541.00
1777,1068.40,3378.41,-448.00
1778,1068.53,3379.51,-434.50
1779,1068.65,3380.61,-478.00
1780,1068.78,3381.71,-489.00
1781,1068.90,3382.82,-378.00
1782,1069.03,3383.92,-476.00
1783,1069.16,3385.02,-476.00
1784,1069.28,3386.11,-361.50
1785,1069.41,3387.21,-502.00
1786,1069.53,3388.31,-476.00
1787,1069.66,3389.41,-409.50
1788,1069.78,3390.50,-452.00
1789,1069.91,3391.60,-443.50
1790,1070.03,3392.70,-413.00
1791,1070.16,3393.79,-393.00
1792,1070.29,3394.88,-440.00
1793,1070.41,3395.98,-429.00
1794,1070.54,3397.07,-403.00
1795,1070.66,3398.16,-453.00
1796,1070.79,3399.25,-476.00
1797,1070.91,3400.34,-411.00
1798,1071.04,3401.43,-481.00
1799,1071.16,3402.52,-446.50
1800,1071.29,3403.61,-417.50
1801,1071.41,3404.70,-513.50
1802,1071.54,3405.79,-444.50
1803,1071.66,3406.88,-440.00
1804,1071.79,3407.96,-402.50
1805,1071.91,3409.05,-487.50
1806,1072.03,3410.13,-416.00
1807,1072.16,3411.22,-418.00
1808,1072.28,3412.30,-507.00
1809,1072.41,3413.38,-415.00
1810,1072.53,3414.47,-477.00
1811,1072.66,3415.55,-494.50
1812,1072.78,3416.63,-439.50
1813,1072.91,3417.71,-480.50
1814,1073.03,3418.79,-469.00
1815,1073.15,3419.87,-442.00
1816,1073.28,3420.95,-466.00
1817,1073.40,3422.03,-458.00
1818,1073.53,3423.10,-494.50
1819,1073.65,3424.18,-456.50
1820,1073.78,3425.26,-500.50
1821,1073.90,3426.33,-450.00
1822,1074.02,3427.41,-481.00
1823,1074.15,3428.48,-459.50
1824,1074.27,3429.55,-461.50
1825,1074.40,3430.63,-393.00
1826,1074.52,3431.70,-437.00
1827,1074.64,3432.77,-434.00
1828,1074.77,3433.84,-412.00
1829,1074.89,3434.91,-468.00
1830,1075.01,3435.98,-433.00
1831,1075.14,3437.05,-415.00
1832,1075.26,3438.12,-486.00
1833,1075.38,3439.19,-434.50
1834,1075.51,3440.25,-558.00
1835,1075.63,3441.32,-392.00
1836,1075.75,3442.39,-542.00
1837,1075.88,3443.45,-529.00
1838,1076.00,3444.52,-419.00
1839,1076.12,3445.58,-420.00
1840,1076.25,3446.64,-410.00
1841,1076.37,3447.71,-434.50
1842,1076.49,3448.77,-385.50
1843,1076.62,3449.83,-541.00
1844,1076.74,3450.89,-394.00
1845,1076.86,3451.95,-542.00
1846,1076.99,3453.01,-441.00
1847,1077.11,3454.07,-442.00
1848,1077.23,3455.13,-503.50
1849,1077.35,3456.19,-475.50
1850,1077.48,3457.24,-481.00
1851,1077.60,3458.30,-499.00
1852,1077.72,3459.36,-494.00
1853,1077.84,3460.41,-479.00
1854,1077.97,3461.47,-379.00
1855,1078.09,3462.52,-446.00
1856,1078.21,3463.57,-437.00
1857,1078.33,3464.63,-584.00
1858,1078.46,3465.68,-475.00
1859,1078.58,3466.73,-481.50
1860,1078.70,3467.78,-533.50
1861,1078.82,3468.83,-447.00
1862,1078.95,3469.88,-539.50
1863,1079.07,3470.93,-485.00
1864,1079.19,3471.98,-531.00
1865,1079.31,3473.03,-427.50
1866,1079.43,3474.07,-495.00
1867,1079.56,3475.12,-397.00
1868,1079.68,3476.17,-466.00
1869,1079.80,3477.21,-516.00
1870,1079.92,3478.26,-407.00
1871,1080.04,3479.30,-453.50
1872,1080.16,3480.34,-508.00
1873,1080.29,3481.39,-466.00
1874,1080.41,3482.43,-470.00
1875,1080.53,3483.47,-405.00
1876,1080.65,3484.51,-493.50
1877,1080.77,3485.55,-562.00
1878,1080.89,3486.59,-437.50
1879,1081.02,3487.63,-487.50
1880,1081.14,3488.67,-471.00
1881,1081.26,3489.71,-438.00
1882,1081.38,3490.74,-613.00
1883,1081.50,3491.78,-462.00
1884,1081.62,3492.82,-559.00
1885,1081.74,3493.85,-449.50
1886,1081.86,3494.89,-495.00
1887,1081.99,3495.92,-513.50
1888,1082.11,3496.95,-451.00
1889,1082.23,3497.99,-557.00
1890,1082.35,3499.02,-417.00
1891,1082.47,3500.05,-446.00
1892,1082.59,3501.08,-512.50
1893,1082.71,3502.11,-425.00
1894,1082.83,3503.14,-458.00
1895,1082.95,3504.17,-441.00
1896,1083.07,3505.20,-402.00
1897,1083.19,3506.23,-450.00
1898,1083.31,3507.25,-448.50
1899,1083.43,3508.28,-527.00
1900,1083.55,3509.31,-482.00
1901,1083.68,3510.33,-462.50
1902,1083.80,3511.36,-445.00
1903,1083.92,3512.38,-446.50
1904,1084.04,3513.40,-487.50
1905,1084.16,3514.43,-407.00
1906,1084.28,3515.45,-445.00
1907,1084.40,3516.47,-510.50
1908,1084.52,3517.49,-450.50
1909,1084.64,3518.51,-519.50
1910,1084.76,3519.53,-489.50
1911,1084.88,3520.55,-549.00
1912,1085.00,3521.57,-479.00
1913,1085.12,3522.59,-450.50
1914,1085.24,3523.61,-375.00
1915,1085.36,3524.62,-495.50
1916,1085.48,3525.64,-457.50
1917,1085.60,3526.65,-452.50
1918,1085.72,3527.67,-489.00
1919,1085.83,3528.68,-498.50
1920,1085.95,3529.70,-467.00
1921,1086.07,3530.71,-514.50
1922,1086.19,3531.72,-487.50
1923,1086.31,3532.73,-426.50
1924,1086.43,3533.75,-496.00
1925,1086.55,3534.76,-497.00
1926,1086.67,3535.77,-461.00
1927,1086.79,3536.78,-530.00
1928,1086.91,3537.78,-531.50
1929,1087.03,3538.79,-437.00
1930,1087.15,3539.80,-465.50
1931,1087.27,3540.81,-503.50
1932,1087.39,3541.81,-427.50
1933,1087.50,3542.82,-484.00
1934,1087.62,3543.82,-479.50
1935,1087.74,3544.83,-414.00
1936,1087.86,3545.83,-504.00
1937,1087.98,3546.84,-558.50
1938,1088.10,3547.84,-460.50
1939,1088.22,3548.84,-542.50
1940,1088.34,3549.84,-485.50
1941,1088.45,3550.84,-482.50
1942,1088.57,3551.84,-529.00
1943,1088.69,3552.84,-453.00
1944,1088.81,3553.84,-474.00
1945,1088.93,3554.84,-430.50
1946,1089.05,3555.84,-481.00
1947,1089.16,3556.84,-432.00
1948,1089.28,3557.83,-527.50
1949,1089.40,3558.83,-449.50
1950,1089.52,3559.83,-516.00
1951,1089.64,3560.82,-444.00
1952,1089.76,3561.81,-431.50
1953,1089.87,3562.81,-572.00
1954,1089.99,3563.80,-453.50
1955,1090.11,3564.79,-494.00
1956,1090.23,3565.79,-539.50
1957,1090.34,3566.78,-393.00
1958,1090.46,3567.77,-426.50
1959,1090.58,3568.76,-450.50
1960,1090.70,3569.75,-417.50
1961,1090.82,3570.74,-467.50
1962,1090.93,3571.72,-431.00
1963,1091.05,3572.71,-447.00
1964,1091.17,3573.70,-423.50
1965,1091.29,3574.68,-431.00
1966,1091.40,3575.67,-458.50
1967,1091.52,3576.66,-454.00
1968,1091.64,3577.64,-414.00
1969,1091.76,3578.62,-543.50
1970,1091.87,3579.61,-449.50
1971,1091.99,3580.59,-513.50
1972,1092.11,3581.57,-473.50
1973,1092.22,3582.55,-432.00
1974,1092.34,3583.54,-472.50
1975,1092.46,3584.52,-562.50
1976,1092.57,3585.50,-518.50
1977,1092.69,3586.48,-476.50
1978,1092.81,3587.45,-544.00
1979,1092.93,3588.43,-454.50
1980,1093.04,3589.41,-448.50
1981,1093.16,3590.39,-402.00
1982,1093.28,3591.36,-482.00
1983,1093.39,3592.34,-405.00
1984,1093.51,3593.31,-441.50
1985,1093.63,3594.29,-563.00
1986,1093.74,3595.26,-496.00
1987,1093.86,3596.23,-461.00
1988,1093.97,3597.21,-429.50
1989,1094.09,3598.18,-589.50
1990,1094.21,3599.15,-466.00
1991,1094.32,3600.12,-471.00
1992,1094.44,3601.09,-446.00
1993,1094.56,3602.06,-421.50
1994,1094.67,3603.03,-597.00
1995,1094.79,3604.00,-442.00
1996,1094.90,3604.97,-510.00
1997,1095.02,3605.93,-464.50
1998,1095.14,3606.90,-469.50
1999,1095.25,3607.87,-395.00
2000,1095.37,3608.83,-465.00
2001,1095.48,3609.80,-422.00
2002,1095.60,3610.76,-478.00
2003,1095.71,3611.72,-434.50
2004,1095.83,3612.69,-516.50
2005,1095.95,3613.65,-513.00
2006,1096.06,3614.61,-467.00
2007,1096.18,3615.57,-455.00
2008,1096.29,3616.53,-420.00
2009,1096.41,3617.49,-529.00
2010,1096.52,3618.45,-538.00
2011,1096.64,3619.41,-411.00
2012,1096.75,3620.37,-483.50
2013,1096.87,3621.33,-488.00
2014,1096.98,3622.29,-426.00
2015,1097.10,3623.24,-483.00
2016,1097.21,3624.20,-407.00
2017,1097.33,3625.15,-437.50
2018,1097.44,3626.11,-483.00
2019,1097.56,3627.06,-462.00
2020,1097.67,3628.02,-474.50
2021,1097.79,3628.97,-518.00
2022,1097.90,3629.92,-447.00
2023,1098.02,3630.88,-477.00
2024,1098.13,3631.83,-429.00
2025,1098.25,3632.78,-334.50
2026,1098.36,3633.73,-420.00
2027,1098.48,3634.68,-415.50
2028,1098.59,3635.63,-445.50
2029,1098.71,3636.57,-394.00
2030,1098.82,3637.52,-401.00
2031,1098.94,3638.47,-356.00
2032,1099.05,3639.42,-369.00
2033,1099.16,3640.36,-478.50
2034,1099.28,3641.31,-426.50
2035,1099.39,3642.25,-390.50
2036,1099.51,3643.20,-513.00
2037,1099.62,3644.14,-367.50
2038,1099.73,3645.08,-386.50
2039,1099.85,3646.03,-381.00
2040,1099.96,3646.97,-307.00
2041,1100.08,3647.91,-370.00
2042,1100.19,3648.85,-344.00
2043,1100.30,3649.79,-383.00
2044,1100.42,3650.73,-359.50
2045,1100.53,3651.67,-303.50
2046,1100.65,3652.61,-404.00
2047,1100.76,3653.54,-415.00
